Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Luo, Z., Liu, H., Li, W., Zhao, Q., Dai, J., Tian, L., Dong, H.","36608515800; 55719424200; 57201335900; 56342492000; 49560943500; 57193899218; 7402334799","Effects of reduced nitrogen rate on cotton yield and nitrogen use efficiency as mediated by application mode or plant density",2018,"Field Crops Research",218,"",,150,157,,7,10.1016/j.fcr.2018.01.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044397864&partnerID=40&md5=530657e126c81ef6e8aa646faaf50840",Article,Final,,Scopus,2-s2.0-85044397864
"Müller, A., Angerer, P., Becker, A., Gantner, M., Gündel, H., Heiden, B., Herbig, B., Herbst, K., Poppe, F., Schmook, R., Maatouk, I.","55680685100; 7003276812; 35298397900; 57151024500; 7004517847; 55189520800; 6602365072; 57150534900; 56811294800; 23098516100; 54915108100","Bringing successful aging theories to occupational practice: Is selective optimization with compensation trainable?",2018,"Work, Aging and Retirement",4,"2",,161,174,,4,10.1093/workar/wax033,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85050346224&partnerID=40&md5=00f1bd8e241bf610de0835c532ac275c",Article,Final,Open Access,Scopus,2-s2.0-85050346224
"Menting, J., Tack, C.J., Donders, R., Knoop, H.","56518045100; 7005031301; 14618881100; 16204840800","Potential mechanisms involved in the effect of cognitive behavioral therapy on fatigue severity in type 1 diabetes",2018,"Journal of Consulting and Clinical Psychology",86,"4",,330,340,,3,10.1037/ccp0000290,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045465268&partnerID=40&md5=ae3b3364864e80f9d61dcb41b4e778a7",Article,Final,,Scopus,2-s2.0-85045465268
"Liu, S.-Y., Wile, D.J., Fu, J.F., Valerio, J., Shahinfard, E., McCormick, S., Mabrouk, R., Vafai, N., McKenzie, J., Neilson, N., Perez-Soriano, A., Arena, J.E., Cherkasova, M., Chan, P., Zhang, J., Zabetian, C.P., Aasly, J.O., Wszolek, Z.K., McKeown, M.J., Adam, M.J., Ruth, T.J., Schulzer, M., Sossi, V., Stoessl, A.J.","57188564716; 55949536700; 57200582147; 56417736000; 34870645400; 15835259900; 44861399900; 17347044800; 7202100222; 57193676918; 57192178524; 57209482598; 6602626118; 7403497663; 56451382800; 6602931331; 7004207163; 7005313394; 7005375626; 7202582328; 55434660300; 7005737438; 56276238300; 7004896118","The effect of LRRK2 mutations on the cholinergic system in manifest and premanifest stages of Parkinson's disease: a cross-sectional PET study",2018,"The Lancet Neurology",17,"4",,309,316,,9,10.1016/S1474-4422(18)30032-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042069704&partnerID=40&md5=be181bf7d923e359e538b44531a5b804",Article,Final,,Scopus,2-s2.0-85042069704
"Fountoulakis, K.N., Panagiotidis, P., Gonda, X., Kimiskidis, V., Nimatoudis, I.","7005197466; 13205259700; 8701430000; 6603582105; 6507583540","Neurological soft signs significantly differentiate schizophrenia patients from healthy controls",2018,"Acta Neuropsychiatrica",30,"2",,97,105,,6,10.1017/neu.2017.29,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85038036312&partnerID=40&md5=52877e97192927e0ea605428631cd2ac",Article,Final,,Scopus,2-s2.0-85038036312
"McDonough-Caplan, H., Klein, D.N., Beauchaine, T.P.","57189509168; 26643533800; 6602689754","Comorbidity and continuity of depression and conduct problems from elementary school to adolescence",2018,"Journal of Abnormal Psychology",127,"3",,326,337,,5,10.1037/abn0000339,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042461568&partnerID=40&md5=ca0342ce727121fb54f607dec0136b13",Article,Final,,Scopus,2-s2.0-85042461568
"Friedman, L.M., Rapport, M.D., Orban, S.A., Eckrich, S.J., Calub, C.A.","55798236100; 7007089204; 55799060300; 48461389600; 57191109467","Applied Problem Solving in Children with ADHD: The Mediating Roles of Working Memory and Mathematical Calculation",2018,"Journal of Abnormal Child Psychology",46,"3",,491,504,,6,10.1007/s10802-017-0312-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020447041&partnerID=40&md5=d94f6266c1c76525dfb077ac67b79b77",Article,Final,,Scopus,2-s2.0-85020447041
"Xu, H., Tang, L., Hu, Z., Gao, F., Yang, Y., Qin, L., Luo, B.-A.","56144061700; 57204779371; 57193917845; 57193688223; 57206629040; 56810166200; 57189351250","Association between physical activity and health-related quality of life in elderly individuals with pre-diabetes in rural Hunan Province, China: A cross-sectional study",2018,"BMJ Open",8,"4", e019836,,,,1,10.1136/bmjopen-2017-019836,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057131349&partnerID=40&md5=882a654e2d905f48134ef01d11b5de0f",Article,Final,Open Access,Scopus,2-s2.0-85057131349
"Tay, N., Tan, Y.C., Chng, K., Libedinsky, C., Gluckman, P., Buschdorf, J.P.","57196187075; 57207007802; 15839106200; 8426670700; 7102140423; 8651673100","Effect of human milk formula with bovine colostrum supplementation on bone mineral density in infant cynomolgus macaques",2018,"Journal of Developmental Origins of Health and Disease",9,"2",,172,181,,,10.1017/S2040174417000812,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85032210485&partnerID=40&md5=def7ad6d52e794b4eb52f5c57fa2e2ae",Article,Final,,Scopus,2-s2.0-85032210485
"Draper, A., Koch, R.M., Van Der Meer, J.W., Apps, M.A., Pickkers, P., Husain, M., Van Der Schaaf, M.E.","55938752600; 55445642600; 13402610900; 37017949200; 6701688248; 7201522757; 37666094700","Effort but not Reward Sensitivity is Altered by Acute Sickness Induced by Experimental Endotoxemia in Humans",2018,"Neuropsychopharmacology",43,"5",,1107,1118,,12,10.1038/npp.2017.231,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044325520&partnerID=40&md5=5ea9f7f208d426f3a28a93af3fd13771",Article,Final,,Scopus,2-s2.0-85044325520
"Burger, A., Brooks, S.J., Stein, D.J., Howells, F.M.","57201343413; 21833601900; 36044927700; 9039902100","The impact of acute and short-term methamphetamine abstinence on brain metabolites: A proton magnetic resonance spectroscopy chemical shift imaging study",2018,"Drug and Alcohol Dependence",185,"",,226,237,,2,10.1016/j.drugalcdep.2017.11.029,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044369752&partnerID=40&md5=094c1ad237c3fa05b53d63eccc6ce8ac",Article,Final,,Scopus,2-s2.0-85044369752
"Knoerl, R., Smith, E.M.L., Barton, D.L., Williams, D.A., Holden, J.E., Krauss, J.C., LaVasseur, B.","56639266000; 55260971700; 7402680148; 8085418400; 7201609750; 7202204243; 6507347222","Self-Guided Online Cognitive Behavioral Strategies for Chemotherapy-Induced Peripheral Neuropathy: A Multicenter, Pilot, Randomized, Wait-List Controlled Trial",2018,"Journal of Pain",19,"4",,382,394,,5,10.1016/j.jpain.2017.11.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040524389&partnerID=40&md5=3d9fe82fdeecc79dedfb8e678fcb1eef",Article,Final,,Scopus,2-s2.0-85040524389
"Kosson, D.S., McBride, C.K., Miller, S.A., Riser, N.R.E., Whitman, L.A.","35317849900; 7101988274; 56431744800; 57204066734; 49664268900","Attentional bias following frustration in youth with psychopathic traits: Emotional deficit versus negative preception",2018,"Journal of Experimental Psychopathology",9,"2",,,,,2,10.5127/jep.060116,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85051189963&partnerID=40&md5=d025f7e67ce80e68a130144099be8fd0",Article,Final,Open Access,Scopus,2-s2.0-85051189963
"Teraishi, T., Kajiwara, M., Hori, H., Sasayama, D., Hidese, S., Matsuo, J., Ishida, I., Kajiwara, Y., Ozeki, Y., Ota, M., Hattori, K., Higuchi, T., Kunugi, H.","23471304900; 7102662651; 15753924400; 16242408700; 57163691400; 37034432000; 55911629500; 57200633657; 7103381979; 14018253100; 35415816800; 55485797600; 7004544595","<sup>13</sup> C-phenylalanine breath test and serum biopterin in schizophrenia, bipolar disorder and major depressive disorder",2018,"Journal of Psychiatric Research",99,"",,142,150,,1,10.1016/j.jpsychires.2018.01.019,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042039311&partnerID=40&md5=97a42948981b584ea29e7551c3838a44",Article,Final,,Scopus,2-s2.0-85042039311
"Kovaleva, M.A., Bilsborough, E., Griffiths, P.C., Nocera, J., Higgins, M., Epps, F., Kilgore, K., Lindauer, A., Morhardt, D., Shah, R.C., Hepburn, K.","57156161600; 57200542320; 7402559362; 35867481600; 35186267100; 55945321900; 57200539321; 10243013600; 15042392000; 10046255700; 6701671977","Testing Tele-Savvy: Protocol for a randomized controlled trial",2018,"Research in Nursing and Health",41,"2",,107,120,,3,10.1002/nur.21859,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041566550&partnerID=40&md5=7f8c329ea0eedad74eb1790ea48bb438",Article,Final,,Scopus,2-s2.0-85041566550
"Dong, J.-J., Shen, J.J., Lee, Y.-J.","57191920946; 7404929785; 42761499400","Dose-dependent effect of cotinine-verified tobacco smoking on serum immunoglobulin e levels in Korean adult males",2018,"Nicotine and Tobacco Research",21,"6", ntx247,813,817,,1,10.1093/ntr/ntx247,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066434829&partnerID=40&md5=1189e7334f4033ebc1502579e7527949",Article,Final,,Scopus,2-s2.0-85066434829
"Chaarani, B., Spechler, P.A., Ivanciu, A., Snowe, M., Nickerson, J.P., Higgins, S.T., Garavan, H.","55886921500; 55357985200; 57209076438; 56818967800; 9041887400; 7203087564; 57203689681","Multimodal neuroimaging differences in nicotine abstinent smokers versus satiated smokers",2018,"Nicotine and Tobacco Research",21,"6", nty070,755,763,,,10.1093/ntr/nty070,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066453972&partnerID=40&md5=2821fc65ba9da25a8ee055df8fbef2c8",Article,Final,Open Access,Scopus,2-s2.0-85066453972
"Kishan, A., Marakur, N., Moodithaya, S., Mirajkar, A.M.","57195975171; 57201858166; 35782126800; 54784911700","Electrodermal response to auditory stimuli in relation to menopausal transition period",2018,"Journal of Basic and Clinical Physiology and Pharmacology",29,"2",,123,129,,,10.1515/jbcpp-2017-0057,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85046272430&partnerID=40&md5=0189d2aaf115e5ddd0671917ce46cd87",Article,Final,Open Access,Scopus,2-s2.0-85046272430
"Zhou, L., Zhou, L., Su, L.-D., Cao, S.-L., Xie, Y.-J., Wang, N., Shao, C.-Y., Wang, Y.-N., Zhou, J.-H., Cowell, J.K., Shen, Y.","57008501800; 55553740529; 26430099800; 56707995200; 55764903700; 57203072754; 55224525300; 55764906300; 57008456600; 7103366403; 36144426300","Celecoxib ameliorates seizure susceptibility in autosomal dominant lateral temporal epilepsy",2018,"Journal of Neuroscience",38,"13",,3346,3357,,2,10.1523/JNEUROSCI.3245-17.2018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044730842&partnerID=40&md5=f3ff4317e62d2e6e2d98d7551cae2405",Article,Final,Open Access,Scopus,2-s2.0-85044730842
"Kulason, K., Nouchi, R., Hoshikawa, Y., Noda, M., Okada, Y., Kawashima, R.","57208944844; 16480937500; 7006180038; 55780300100; 35444528600; 7005986241","The beneficial effects of cognitive training with simple calculation and reading aloud (SCRA) in the elderly postoperative population: A pilot randomized controlled trial",2018,"Frontiers in Aging Neuroscience",10,"MAR", 68,,,,3,10.3389/fnagi.2018.00068,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044848549&partnerID=40&md5=aacc4f51017dd65cf846f05a23eba17d",Article,Final,Open Access,Scopus,2-s2.0-85044848549
"Gómez-Cabello, A., Vila-Maldonado, S., Pedrero-Chamizo, R., Villa-Vicente, J.G., Gusi, N., Espino, L., González-Gross, M., Casajús, J.A., Ara, I.","43660990700; 55340382100; 46661332600; 6602156884; 15519402200; 46660929100; 6701646524; 6506387083; 6603689982","Organized physical activity in the elderly, a tool to improve physical fitness during ageing | La actividad física organizada en las personas mayores, una herramienta para mejorar la condición física en la senectud",2018,"Revista espanola de salud publica",92,"",,,,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85051960137&partnerID=40&md5=3e4a23500e21fb8a8e4edbffca43f681",Article,Final,,Scopus,2-s2.0-85051960137
"Nielsen, M.B., Gjerstad, J., Frone, M.","11939919300; 6603237557; 7004160300","Alcohol use among Norwegian workers: Associations with health and well-being",2018,"Occupational Medicine",68,"2",,96,98,,1,10.1093/occmed/kqy014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045531764&partnerID=40&md5=9b37e43bbcdf2c88edbc9899f64f0df3",Article,Final,Open Access,Scopus,2-s2.0-85045531764
"Mann, S., Jimenez, A., Steele, J., Domone, S., Wade, M., Beedie, C.","56039689300; 26635204800; 55318473100; 56659390400; 57189386161; 8918427500","Programming and supervision of resistance training leads to positive effects on strength and body composition: Results from two randomised trials of community fitness programmes",2018,"BMC Public Health",18,"1", 420,,,,,10.1186/s12889-018-5289-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044506350&partnerID=40&md5=0cff56c9af8eafcbe802eaae663d9b10",Article,Final,Open Access,Scopus,2-s2.0-85044506350
"Liang, K., Du, C., You, H., Nettleton, D.","48761592700; 55371897400; 57201335550; 7005958843","A hidden Markov tree model for testing multiple hypotheses corresponding to Gene Ontology gene sets",2018,"BMC Bioinformatics",19,"1", 107,,,,1,10.1186/s12859-018-2106-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044375990&partnerID=40&md5=a387da17ab356e0d1933a58315254bd4",Article,Final,Open Access,Scopus,2-s2.0-85044375990
"Gillani, S.W., Ansari, I.A., Zaghloul, H.A., Abdul, M.I.M., Sulaiman, S.A.S., Baig, M.R.","35262261500; 57200986784; 57200990100; 37058411400; 7005401110; 52163109500","Bridging glycated hemoglobin with quality of life and health state; A randomized case-control study among type 2 diabetes patients",2018,"Diabetology and Metabolic Syndrome",10,"1", 23,,,,1,10.1186/s13098-018-0325-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044520891&partnerID=40&md5=36ba6332ffd1ff9c34995ba91277a08f",Article,Final,Open Access,Scopus,2-s2.0-85044520891
"Feres, M., Retamal-Valdes, B., Mestnik, M.J., de Figueiredo, L.C., Faveri, M., Duarte, P.M., Fritoli, A., Faustino, E., Souto, M.L.S., de Franco Rodrigues, M., Giudicissi, M., Nogueira, B.C.L., Saraiva, L., Romito, G.A., Pannuti, C.M.","6701744572; 57193841358; 20735136100; 35593485700; 14044947600; 7005201838; 56737042000; 57201331842; 57192114253; 57191475366; 57200817083; 57201342660; 7005249018; 6603098624; 7006754400","The ideal time of systemic metronidazole and amoxicillin administration in the treatment of severe periodontitis: Study protocol for a randomized controlled trial",2018,"Trials",19,"1", 201,,,,3,10.1186/s13063-018-2540-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044390613&partnerID=40&md5=a5f10bf438cb45cb6d9b79d9f03a96b5",Article,Final,Open Access,Scopus,2-s2.0-85044390613
"Mullola, S., Hakulinen, C., Presseau, J., Gimeno Ruiz De Porras, D., Jokela, M., Hintsa, T., Elovainio, M.","35345374700; 55347556900; 17344695200; 6603820470; 16030844400; 55921083600; 57200588411","Personality traits and career choices among physicians in Finland: Employment sector, clinical patient contact, specialty and change of specialty",2018,"BMC Medical Education",18,"1", 52,,,,5,10.1186/s12909-018-1155-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044541547&partnerID=40&md5=0427fdb5e91c607214ad719eb8deceab",Article,Final,Open Access,Scopus,2-s2.0-85044541547
"Wang, S., Hammes, J., Khan, S., Gao, S., Harrawood, A., Martinez, S., Moser, L., Perkins, A., Unverzagt, F.W., Clark, D.O., Boustani, M., Khan, B.","57194856757; 57201553529; 57197854611; 7403257748; 55930658500; 57197852690; 19640235500; 7102761843; 35481291100; 7404789324; 6701768359; 36724300900","Improving Recovery and Outcomes Every Day after the ICU (IMPROVE): Study protocol for a randomized controlled trial",2018,"Trials",19,"1", 196,,,,1,10.1186/s13063-018-2569-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045284430&partnerID=40&md5=4ee8b5c5bf1a6b371c11a8bda9cff877",Article,Final,Open Access,Scopus,2-s2.0-85045284430
"Park, A.Y., Isaacs, T., Woodfield, H.","57199212014; 24466404600; 35792910900","A comparison of the effects of extensive and intensive reading approaches on the vocabulary development of Korean secondary EFL learners",2018,"Applied Linguistics Review",9,"1",,113,134,,,10.1515/applirev-2017-0025,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85037702365&partnerID=40&md5=12e7b7eb6dd01e8b352dae1f1202916e",Article,Final,,Scopus,2-s2.0-85037702365
"Antares, J.B., Jones, M.A., King, J.M., Chen, T., Lee, C.M.Y., Macintyre, S., Urquhart, D.M.","57201344156; 8617533500; 57201337924; 7405544126; 15923348700; 57201340779; 11940346600","Non-surgical and non-pharmacological interventions for congenital muscular torticollis in the 0-5 year age group",2018,"Cochrane Database of Systematic Reviews",2018,"3", CD012987,,,,,10.1002/14651858.CD012987,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044397159&partnerID=40&md5=9602d5374b280a0168998a96c9635142",Article,Final,,Scopus,2-s2.0-85044397159
"Oljača, M., Branovački, B., Sadiković, S.","56496776800; 57204969976; 57204962149","Social desirability bias and personality structure - Dimensional and typological perspectives | Socijalno Poželjno odgovaranje i struktura Ličnosti - Dimenzionalna i tipološka perspektiva",2018,"Primenjena Psihologija",11,"1",,69,87,,,10.19090/pp.2018.1.69-87,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058151303&partnerID=40&md5=e0c883492adc8adbf85c98361f62a652",Article,Final,Open Access,Scopus,2-s2.0-85058151303
"Killian, M., Cimino, A.N., Mendoza, N.S., Shively, R., Kunz, K.","57191370542; 36995321900; 55357740000; 56567846500; 56567790100","Examining Trauma and Readiness to Change among Women in a Community Re-Entry Program",2018,"Substance Use and Misuse",53,"4",,648,653,,1,10.1080/10826084.2017.1355387,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029431430&partnerID=40&md5=9edb5951132323d91c46fe2e5340e489",Article,Final,,Scopus,2-s2.0-85029431430
